¾²ÂöÑªÑõ,"0.425140986129457, 0.5083218851400961, 0.34239401834612815, 0.25749611546468687, 0.38167000989768335, 0.5584959582753867, 0.40300883472950283, 0.3951321548528043, 0.41681436746308936, 0.3855074410101031, 0.4411580972683, 0.6559483273597274, 0.52418862184614, 0.6472510345299276, 0.4165091976642863, 0.4411035818821643, 0.4411035818821643, 0.7335473986617205, 0.38170400591031467, 0.6456643295933965, 1.0898982007858862, 1.0181706723648185, 0.7386543569785022, -0.5762714377956492, 0.5403184205690259, 0.507618187352481, 0.7268051654544655, 0.4851774412644974, 0.5944315085804528, 0.4572672952944979, 0.6734166467911639, 0.6129110349552931, 1.4389481462755964, 0.6394760440175012, 0.8770165871883434, -0.4069841627813642, 0.2853739596069724, 0.2217322985195022, 0.15164582962818646, 0.11475009538675146, 0.6545773316209709, 0.8665351823326461, 0.720082829668245, 0.6806193782412725, 0.6667757018966434, 0.4135433778633899, 0.3536095326501384, 0.530610227284317, 0.7139042690882988, 0.4130939755218922, 0.15740941494597357, -0.8842014120928338, -0.2597480280021109, 0.43184210598072204, 0.5918698993318183, -0.5465199355026432, 0.08566512295064271, 0.5086807532536669, 0.8975410329936827, -1.3231765665295818, -inf, 0.6808050256859467, 0.7143793210244234, 0.0, 0.6499618069026274, 0.7426214536747348, 0.44212471753986904, 0.609691370881898, 1.1393612730211522, 0.5092769692739384, 0.4913638942149235, 0.636059212246677, 0.6074219657382597, 0.6341804926008818, 0.6967708680451109, 0.5686992618712976, 0.9758986133633497, 0.38529573133841316, 0.4455656094835521, 0.9446106077515025, 0.564299812328729, 0.4857868531512907, 0.864876355641792, 0.5919505795370398, 0.6355915771309285, 0.43701879346554046, 0.8005884874662654, 0.598654543761144, 1.1684160196940057, 0.554795953764189",,,,,,,,,,,,,,,
¾²ÂöÑª¹ÜÖ±¾¶,"9, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 10, 11, 11, 11, 11, 13, 11, 13, 17, 13, 9, 6, 11, 13, 10, 11, 13, 11, 12, 10, 13, 10, 12, 3, 5, 5, 6, 6, 8, 9, 10, 12, 13, 14, 15, 10, 12, 2, 2, 3, 3, 10, 13, 3, 2, 10, 12, 3, 2, 10, 12, 4, 10, 13, 8, 10, 13, 10, 9, 13, 13, 9, 13, 13, 13, 11, 8, 6, 9, 13, 13, 16, 9, 13, 13, 9, 13, 13, 5, 4, 10, 13, 13, 4, 10, 13, 12, 4, 5, 10, 13, 13, 4, 4, 10, 13, 12, 5, 4, 10, 13, 13, 4, 10, 12, 12, 4, 5, 9, 13, 13, 5, 4, 9, 13, 12, 4, 10, 12, 13, 5, 5, 10, 12, 12, 5, 4, 11, 13, 12, 4, 11, 12, 13, 5, 5, 11, 12, 13, 4, 12, 13, 14, 3, 4, 4, 12, 12, 14, 3, 3, 13, 12, 15, 4, 13, 13, 15, 1, 2, 3, 14, 12, 16, 2, 13, 12, 16, 1, 13, 12, 17, 14, 12, 17, 14, 13, 17, 15, 12, 18, 15, 12, 18, 16, 12, 19, 15, 12, 19, 16, 12, 20, 15, 12, 20, 16, 12, 20, 15, 12, 21, 15, 12, 21, 14, 12, 22, 14, 11, 21, 13, 12, 22, 13, 12, 21, 12, 12, 21, 12, 12, 21, 11, 12, 21, 11, 12, 21, 11, 12, 21, 11, 12, 20, 11, 12, 21, 11, 12, 20, 11, 11, 16, 11, 12, 20, 11, 12, 20, 10, 12, 20, 10, 12, 20, 10, 11, 19, 11, 12, 20, 11, 12, 19, 11, 12, 18, 12, 12, 19, 12, 12, 18, 12, 12, 19, 13, 12, 18, 13, 13, 18, 13, 12, 17, 14, 13, 18, 14, 13, 17, 14, 12, 17, 14, 13, 16, 14, 13, 17, 15, 13, 16, 15, 13, 16, 16, 14, 16, 16, 13, 17, 17, 14, 17, 17, 13, 17, 18, 14, 17, 17, 14, 17, 18, 14, 17, 6, 18, 14, 17, 7, 19, 15, 18, 9, 19, 14, 18, 3, 5, 8, 10, 11, 18, 6, 19, 6, 18, 6, 18, 6, 14, 18, 9, 13, 19, 8, 19, 6, 41, 19, 6, 10, 9, 9, 9, 7, 7, 7, 18, 8, 7, 8, 8, 8, 19, 9, 8, 7, 8, 7, 18, 6, 8, 7, 7, 18, 6, 6, 9, 10, 18, 6, 6, 6, 18, 6, 6, 7, 18, 6, 8, 8, 17, 6, 12, 12, 18, 6, 6, 13, 24, 17, 6, 7, 7, 8, 8, 24, 17, 7, 6, 6, 6, 6, 7, 7, 9, 22, 17, 6, 6, 7, 7, 11, 22, 17, 11, 17, 11, 17, 11, 21, 17, 10, 20, 17, 8, 20, 17, 9, 19, 17, 9, 18, 17, 9, 17, 17, 9, 17, 17, 8, 16, 17, 9, 15, 17, 7, 15, 17, 9, 15, 17, 10, 15, 17, 7, 13, 17, 10, 9, 13, 17, 7, 6, 13, 17, 7, 6, 6, 13, 17, 5, 5, 4, 5, 11, 13, 17, 4, 4, 3, 3, 12, 18, 4, 4, 4, 4, 12, 17, 5, 5, 11, 17, 6, 5, 6, 11, 15, 6, 7, 18, 16, 11, 18, 18, 18, 6, 7, 14, 12, 11, 18, 19, 20, 17, 16, 15, 14, 14, 13, 6, 10, 8, 10, 19, 19, 18, 13, 12, 12, 11, 11, 11, 7, 7, 6, 10, 18, 18, 18, 11, 11, 10, 10, 6, 10, 18, 15, 15, 16, 17, 17, 18, 10, 9, 9, 9, 9, 10, 8, 8, 9, 14, 15, 9, 10, 10, 6, 8, 18, 14, 14, 11, 11, 11, 8, 9, 7, 17, 14, 14, 11, 12, 12, 13, 6, 6, 18, 14, 14, 13, 13, 9, 10, 6, 17, 6, 9, 11, 12, 13, 14, 8, 5, 17, 14, 15, 8, 4, 16, 14, 14, 14, 11, 13, 4, 11, 13, 14, 13, 2, 15, 13, 13, 13, 12, 10, 1, 16, 13, 12, 12, 12, 10, 15, 11, 12, 10, 15, 11, 11, 11, 11, 11, 10, 11, 10, 10, 14, 11, 10, 10, 9, 14, 10, 11, 10, 11, 15, 10, 12, 12, 16, 11, 8, 10, 13, 13, 14, 19, 13, 14, 15, 13, 12, 8, 10, 12, 15, 17, 18, 3, 5, 20, 14, 14, 26, 24, 26, 24, 25, 14, 25, 14, 26, 22, 26, 23, 26, 14, 44, 22, 29, 22, 15, 30, 14, 14, 19, 14, 33, 14, 38, 1, 12, 18, 12, 19, 12, 19, 12, 11, 20, 18, 17, 15, 13, 13, 13, 13, 13, 14, 14, 14, 14, 14, 14, 14, 18, 18, 19, 20, 14, 15, 16, 16, 17, 6, 10, 14, 19, 10, 10, 9, 9, 9, 9, 9, 9, 9, 10, 9, 9, 9, 9, 9, 8, 10, 9, 9, 9, 8, 9, 8, 9, 8, 8, 9, 8, 8, 8, 8, 7, 8, 8, 7, 7, 8, 8, 7, 8, 8, 7, 8, 8, 8, 8, 7, 7, 8, 7, 10, 10, 9, 9, 9, 9, 9, 9, 10, 10, 10, 11, 11, 10, 10, 10, 11, 11, 11, 11, 10, 11, 12, 12, 12, 12, 11, 12, 12, 11, 12, 12, 11, 11, 12, 12, 11, 11, 12, 12, 11, 11, 11, 10, 11, 10, 10, 10, 10, 10, 10, 10, 10, 11, 10, 11, 10, 10, 9, 12, 11, 11, 12, 12, 11, 12, 13, 14, 13, 13, 15, 13, 18, 14, 5, 14, 14, 16, 11, 14, 14, 14, 17, 18, 20, 13, 14, 14, 14, 14, 14, 14, 14, 15, 14, 14, 13, 9, 11, 15, 18, 19, 11, 12, 12, 14, 14, 15, 15, 14, 14, 13, 13, 13, 12, 12, 13, 13, 12, 12, 12, 12, 11, 11, 12, 12, 11, 11, 11, 11, 10, 10, 10, 11, 10, 10, 10, 9, 9, 8, 8, 9, 8, 8, 9, 8, 8, 7, 8, 8, 7, 8, 8, 8, 8, 8, 8, 8, 9, 8, 8, 9, 9, 9, 9, 10, 10, 10, 10, 11, 11, 12, 11, 12, 12, 13, 12, 12, 12, 12, 11, 11, 11, 11, 10, 10, 16, 16, 16, 16, 16, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 10, 9, 9, 9, 9, 8, 8, 8, 9, 17, 17, 16, 16, 16, 16, 16, 17, 17, 17, 17, 16, 16, 8, 8, 8, 9, 8, 17, 17, 17, 17, 17, 16, 16, 16, 15, 15, 15, 14, 14, 13, 13, 8, 8, 8, 9, 17, 17, 17, 17, 16, 12, 8, 8, 8, 17, 17, 17, 17, 17, 17, 10, 9, 8, 8, 17, 17,",,,,,,,,,,,,,,,
²É¼¯µãxÏñËØ×ø±ê,"379, 380, 381, 382, 383, 384, 385, 386, 387, 388, 389, 390, 391, 392, 393, 394, 395, 395, 396, 396, 427, 420, 412, 406, 397, 397, 411, 398, 398, 399, 399, 400, 400, 401, 401, 407, 410, 410, 411, 411, 414, 416, 418, 421, 423, 424, 426, 402, 402, 406, 406, 407, 407, 403, 403, 409, 407, 404, 404, 410, 408, 405, 405, 412, 406, 406, 406, 407, 407, 407, 408, 408, 408, 409, 409, 409, 432, 428, 423, 419, 410, 410, 410, 437, 411, 411, 411, 412, 412, 412, 421, 419, 413, 413, 413, 420, 414, 414, 414, 421, 422, 415, 415, 415, 422, 422, 416, 416, 416, 425, 423, 417, 417, 417, 424, 418, 418, 418, 425, 426, 419, 419, 419, 428, 426, 420, 420, 420, 427, 421, 421, 421, 430, 429, 422, 422, 422, 431, 429, 423, 423, 423, 430, 424, 424, 424, 433, 432, 425, 425, 425, 432, 426, 426, 426, 432, 433, 432, 427, 427, 427, 433, 432, 428, 428, 428, 435, 429, 429, 429, 432, 433, 434, 430, 430, 430, 434, 431, 431, 431, 433, 432, 432, 432, 433, 433, 433, 434, 434, 434, 435, 435, 435, 436, 436, 436, 437, 437, 437, 438, 438, 438, 439, 439, 439, 440, 440, 440, 441, 441, 441, 442, 442, 442, 443, 443, 443, 444, 444, 444, 445, 445, 445, 446, 446, 446, 447, 447, 447, 448, 448, 448, 449, 449, 449, 450, 450, 450, 451, 451, 451, 452, 452, 452, 453, 453, 453, 454, 454, 454, 455, 455, 455, 456, 456, 480, 457, 457, 457, 458, 458, 458, 459, 459, 459, 460, 460, 460, 461, 461, 461, 462, 462, 462, 463, 463, 463, 464, 464, 464, 465, 465, 465, 466, 466, 466, 467, 467, 467, 468, 468, 468, 469, 469, 469, 470, 470, 470, 471, 471, 471, 472, 472, 472, 473, 473, 473, 474, 474, 474, 475, 475, 475, 476, 476, 476, 477, 477, 477, 478, 478, 478, 479, 479, 479, 480, 480, 480, 481, 481, 481, 482, 482, 482, 483, 483, 483, 484, 484, 484, 485, 485, 485, 485, 486, 486, 486, 486, 487, 487, 487, 487, 492, 495, 499, 502, 488, 488, 498, 489, 499, 490, 500, 491, 501, 513, 492, 493, 513, 493, 494, 494, 504, 558, 495, 505, 512, 510, 510, 510, 507, 507, 507, 496, 497, 507, 509, 509, 509, 497, 498, 510, 508, 510, 509, 498, 508, 511, 509, 510, 499, 509, 509, 514, 517, 500, 510, 510, 510, 501, 511, 511, 513, 502, 512, 503, 515, 503, 5",,,,,,,,,,,,,,,
²É¼¯µãyÏñËØ×ø±ê,"1545, 1545, 1545, 1545, 1545, 1545, 1546, 1546, 1546, 1546, 1546, 1546, 1546, 1547, 1547, 1547, 1547, 1621, 1547, 1621, 1603, 1604, 1605, 1606, 1547, 1620, 1616, 1547, 1620, 1547, 1618, 1546, 1619, 1546, 1617, 1353, 1354, 1355, 1356, 1357, 1358, 1359, 1360, 1361, 1362, 1363, 1364, 1546, 1617, 1349, 1350, 1351, 1352, 1546, 1618, 1347, 1348, 1546, 1616, 1345, 1346, 1546, 1616, 1350, 1546, 1617, 1641, 1546, 1617, 1645, 1545, 1616, 1650, 1545, 1616, 1650, 1632, 1633, 1634, 1635, 1545, 1616, 1649, 1631, 1545, 1615, 1649, 1545, 1615, 1648, 1331, 1332, 1547, 1615, 1648, 1336, 1547, 1615, 1646, 1328, 1329, 1547, 1614, 1647, 1326, 1327, 1547, 1614, 1645, 1324, 1325, 1547, 1614, 1646, 1329, 1547, 1612, 1644, 1321, 1322, 1546, 1613, 1645, 1319, 1320, 1546, 1613, 1643, 1324, 1548, 1611, 1644, 1316, 1317, 1548, 1611, 1642, 1314, 1315, 1550, 1612, 1642, 1319, 1550, 1610, 1643, 1311, 1312, 1550, 1610, 1643, 1316, 1552, 1611, 1644, 1307, 1308, 1309, 1552, 1609, 1644, 1305, 1306, 1554, 1609, 1645, 1310, 1554, 1610, 1645, 1301, 1302, 1303, 1556, 1608, 1646, 1303, 1555, 1608, 1646, 1299, 1555, 1607, 1647, 1557, 1607, 1647, 1557, 1608, 1647, 1559, 1606, 1648, 1559, 1606, 1648, 1561, 1605, 1649, 1560, 1605, 1649, 1562, 1605, 1650, 1561, 1604, 1650, 1563, 1604, 1650, 1562, 1604, 1651, 1562, 1603, 1651, 1561, 1603, 1652, 1561, 1601, 1650, 1560, 1602, 1651, 1560, 1602, 1649, 1559, 1601, 1649, 1559, 1601, 1648, 1558, 1601, 1648, 1558, 1600, 1647, 1558, 1600, 1647, 1558, 1600, 1645, 1558, 1599, 1646, 1558, 1599, 1644, 1558, 1597, 1637, 1558, 1598, 1643, 1558, 1598, 1643, 1557, 1597, 1642, 1557, 1597, 1642, 1557, 1595, 1640, 1559, 1596, 1641, 1559, 1596, 1639, 1559, 1595, 1637, 1561, 1595, 1638, 1561, 1595, 1636, 1561, 1594, 1637, 1563, 1594, 1635, 1563, 1595, 1635, 1563, 1593, 1633, 1565, 1594, 1634, 1565, 1594, 1632, 1565, 1592, 1632, 1566, 1593, 1630, 1566, 1593, 1631, 1568, 1592, 1629, 1568, 1592, 1629, 1570, 1593, 1629, 1570, 1591, 1630, 1572, 1592, 1630, 1572, 1590, 1630, 1574, 1591, 1629, 1573, 1591, 1629, 1575, 1590, 1629, 1251, 1575, 1590, 1629, 1252, 1577, 1591, 1630, 1255, 1578, 1589, 1630, 1238, 1239, 1240, 1241, 1258, 1630, 1234, 1631, 1235, 1629, 1236, 1629, 1237, 1530, 1629, 1260, 1586, 1630, 1259, 1630, 1239, 1553, 1630, 1240, 1281, 1282, 1283, 1284, 1285, 1286, 1287, 1628, 1262, 1288, 1289, 1290, 1291, 1629, 1264, 1291, 1292, 1293, 1294, 1627, 1242, 1290, 1295, 1296, 1627, 1243, 1286, 1297, 1298, 1626, 1244, 1285, 1290, 1626, 1245, 1284, 1289, 1626, 1246, 1287, 1289, 1624, 1247, 1290, 1321, 1625, 1248, 1282, 1323, 1596, 1623, 1249, 1270, 1271, 1272, 1291, 1596, 1623, 1259, 1260, 1261, 1262, 1263, 1268, 1269, 1290, 1593, 1622, 1264, 1265, 1266, 1267, 1321, 1593, 1622, 1321, 1622, 1322, 1621, 1322, 1592, 1621, 1321, 1591, 1621, 1295, 1591, 1620, 1320, 1590, 1620",,,,,,,,,,,,,,,
¶¯ÂöÑªÑõ,"0.46625799164145965, 0.6303120329865118, 0.52925708850416, 0.6321514730259414, 0.7370128254921171, 0.6264905125542185, -4.1219896816277295, 3.723310508119358, 1.4751641206852506, 1.1238153391946424, 0.3751898172322185, 0.5573194986203436, 0.4444771522835009, 0.7093088655938903, 0.5328852399422913, 0.5154886050687871, inf, 2.621016292107297, 0.7274165377907473, 0.6530471831441955, 0.5995918623067882, 0.6612007150075533, 0.4823570583910381, 0.33332979191512135, -0.43789903508857364, 0.5275307810878856, 0.6527279010803886, 0.5706905377166033, 0.43609911480667357, 0.45120426277486514, -0.0, 0.33333010830452253, 0.6215937585769088, 0.6542390838243692, 0.6457116327240746, 0.6150434523601165, 0.4193176526645224, 0.2204545090991788, -0.44150077845528535, 0.6406974321023906, 0.6551280090007218, 0.603186612731237, 0.284748621325662, 0.6138258557362632, 0.5057050635045995, 0.7757821585503819, 0.6104026495434575, 0.6628127419595524, 0.5170467822943023, 0.5880043965401599, 0.6616975724946417, 0.7398927134710512, 0.7985897827508442, 0.3445606748144461, 0.4045456933485772, 0.459928164877819, 0.36408291254316805, 0.3150405442431716, 0.801904342532844, 0.6834091153846955, 0.6592190484122367, 0.5676687477125126, 0.5449179728511779, 0.6666719034961023, 0.6792760958482962, 0.7027732147881002, 0.710404940624938, 0.591984650120514, 0.6079601256416232, 0.5884627325849975, 0.67490436791952, 0.5485138010056547, 0.5219970333895595, 0.5292354715363523, 0.3448247630290415, 0.46977499",,,,,,,,,,,,,,,
¶¯ÂöÑª¹ÜÖ±¾¶,"11, 19, 15, 14, 13, 13, 6, 11, 14, 18, 19, 24, 23, 24, 25, 24, 14, 13, 24, 25, 24, 20, 18, 12, 10, 9, 25, 25, 16, 14, 8, 6, 25, 25, 13, 10, 9, 7, 5, 25, 25, 26, 4, 26, 25, 26, 26, 26, 25, 26, 25, 26, 26, 26, 25, 25, 25, 25, 25, 24, 25, 25, 24, 25, 24, 25, 24, 24, 24, 24, 23, 23, 25, 24, 22, 22, 23, 23, 21, 21, 22, 22, 22, 19, 19, 18, 18, 18, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 18, 18, 18, 18, 18, 19, 19, 19, 19, 20, 20, 20, 20, 20, 19, 19, 20, 20, 16, 20, 20, 19, 20, 18, 19, 17, 18, 17, 17, 18, 17, 11, 11, 19, 18, 12, 12, 12, 12, 12, 11, 19, 19, 12, 12, 12, 12, 12, 18, 18, 12, 17, 17, 12, 12, 17, 17, 12, 17, 17, 16, 18, 17, 17, 19, 11, 4, 6, 8, 1, 10, 14, 16, 18, 20, 20, 21, 20, 20, 21, 21, 21, 21, 21, 21, 21, 21, 22, 21, 21, 22, 22, 22, 21, 22, 22, 22, 23, 23, 22, 22, 23, 23, 22, 23, 23, 23, 23, 23, 23, 18, 23, 23, 19, 23, 12, 23, 12, 23, 19, 23, 19, 23, 12, 24, 12, 23, 20, 23, 19, 23, 12, 23, 12, 23, 20, 23, 20, 24, 13, 23, 12, 23, 20, 24, 20, 24, 13, 21, 20, 13, 24, 14, 24, 14, 21, 25, 22, 25, 14, 26, 14, 26, 22, 26, 22, 14, 23, 27, 22, 27, 14, 28, 14, 28, 23, 15, 23, 24, 28, 15, 16, 29, 16, 29, 25, 30, 24, 30, 16, 30, 16, 30, 16, 31, 16, 16, 16, 32, 15, 32, 15, 15, 32, 15, 15, 19, 17, 15, 14, 12, 9, 30, 8, 6, 4, 30, 30, 30, 30, 29, 29, 29, 29, 30, 29, 30, 29, 30, 29, 30, 29, 30, 29, 30, 2",,,,,,,,,,,,,,,
²É¼¯µãxÏñËØ×ø±ê,"407, 390, 468, 467, 467, 468, 519, 520, 521, 522, 557, 568, 566, 569, 570, 568, 551, 550, 570, 571, 569, 560, 558, 549, 547, 546, 572, 572, 555, 553, 545, 543, 573, 573, 552, 548, 547, 545, 542, 574, 574, 575, 541, 577, 575, 576, 578, 577, 577, 578, 578, 579, 579, 580, 578, 580, 579, 579, 581, 579, 580, 580, 581, 582, 580, 581, 582, 582, 581, 581, 581, 581, 584, 582, 580, 580, 581, 581, 579, 579, 580, 580, 580, 579, 579, 577, 577, 577, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 575, 576, 576, 576, 576, 576, 577, 577, 577, 577, 578, 578, 578, 578, 581, 579, 579, 581, 581, 576, 583, 582, 582, 583, 582, 583, 581, 582, 583, 582, 586, 584, 576, 577, 591, 589, 581, 582, 583, 584, 585, 584, 598, 597, 588, 589, 590, 591, 592, 602, 601, 594, 603, 602, 596, 597, 606, 605, 599, 608, 607, 608, 611, 609, 835, 836, 888, 873, 877, 881, 869, 885, 893, 897, 901, 875, 876, 877, 878, 879, 880, 881, 882, 883, 884, 885, 886, 887, 888, 889, 890, 891, 892, 893, 894, 895, 896, 897, 898, 899, 900, 901, 902, 903, 904, 905, 906, 907, 908, 909, 910, 910, 911, 912, 912, 913, 931, 914, 932, 915, 915, 916, 916, 917, 935, 918, 936, 919, 919, 920, 920, 921, 939, 922, 940, 923, 923, 924, 924, 925, 944, 926, 944, 927, 927, 928, 928, 929, 948, 930, 931, 951, 933, 954, 934, 955, 935, 936, 936, 937, 958, 938, 959, 939, 939, 940, 940, 962, 942, 943, 943, 944, 965, 945, 966, 946, 946, 970, 949, 950, 951, 973, 976, 953, 977, 954, 954, 955, 955, 956, 980, 957, 981, 958, 982, 959, 983, 984, 985, 962, 985, 963, 986, 987, 965, 988, 989, 994, 991, 988, 987, 984, 980, 968, 979, 976, 973, 970, 971, 972, 973, 978, 979, 980, 981, 982, 983, 984, 985, 986, 987, 988, 989, 990, 991, 992, 993, 994",,,,,,,,,,,,,,,
²É¼¯µãyÏñËØ×ø±ê,"1412, 1417, 1375, 1376, 1378, 1379, 1767, 1773, 1776, 1781, 1792, 1753, 1754, 1750, 1751, 1752, 1464, 1465, 1747, 1748, 1749, 1762, 1763, 1466, 1467, 1468, 1745, 1746, 1764, 1765, 1469, 1470, 1743, 1744, 1766, 1767, 1768, 1769, 1471, 1740, 1741, 1742, 1770, 1737, 1738, 1739, 1735, 1736, 1733, 1734, 1730, 1731, 1732, 1728, 1729, 1725, 1726, 1727, 1721, 1722, 1723, 1724, 1717, 1718, 1719, 1720, 1713, 1714, 1715, 1716, 1709, 1710, 1711, 1712, 1705, 1706, 1707, 1708, 1700, 1701, 1702, 1703, 1704, 1664, 1665, 1666, 1667, 1668, 1669, 1670, 1671, 1672, 1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680, 1681, 1682, 1683, 1684, 1685, 1686, 1687, 1688, 1689, 1690, 1691, 1692, 1693, 1694, 1695, 1696, 1697, 1661, 1662, 1663, 1659, 1660, 1682, 1653, 1654, 1651, 1652, 1649, 1650, 1647, 1648, 1645, 1646, 1643, 1644, 1658, 1657, 1639, 1640, 1656, 1655, 1654, 1653, 1652, 1649, 1631, 1632, 1648, 1647, 1646, 1645, 1644, 1624, 1625, 1641, 1621, 1622, 1638, 1637, 1617, 1618, 1634, 1614, 1615, 1611, 1612, 1613, 1618, 1620, 1502, 1507, 1509, 1511, 1597, 1513, 1516, 1518, 1520, 1522, 1522, 1523, 1521, 1521, 1522, 1522, 1522, 1522, 1521, 1521, 1521, 1521, 1522, 1520, 1520, 1521, 1521, 1521, 1519, 1520, 1520, 1520, 1521, 1521, 1519, 1519, 1520, 1520, 1518, 1519, 1519, 1519, 1518, 1518, 1518, 1650, 1518, 1517, 1653, 1517, 1607, 1517, 1608, 1516, 1655, 1516, 1656, 1516, 1610, 1517, 1611, 1515, 1660, 1515, 1659, 1515, 1613, 1514, 1614, 1514, 1663, 1514, 1664, 1515, 1615, 1513, 1617, 1513, 1666, 1514, 1667, 1514, 1618, 1670, 1669, 1620, 1513, 1619, 1513, 1620, 1674, 1514, 1676, 1514, 1622, 1515, 1623, 1515, 1678, 1515, 1679, 1625, 1682, 1516, 1681, 1516, 1627, 1517, 1628, 1517, 1685, 1629, 1687, 1689, 1516, 1631, 1630, 1517, 1631, 1517, 1694, 1518, 1693, 1518, 1633, 1518, 1634, 1518, 1635, 1519, 1636, 1637, 1638, 1520, 1640, 1520, 1641, 1642, 1519, 1643, 1644, 1670, 1671, 1672, 1673, 1674, ",,,,,,,,,,,,,,,
ID,ves_info,art_info
D:\OXeye\OD_20230428121539.jpg,0.46625799164145965,0.425140986129457
ID,ves_info,art_info
C:\Users\111\Desktop\CQP\00AA0D03A3194A2EBB93D2A67D880A60\OD_20231121172625.jpg,1.1099303056817884,0.9632962751549987
